FlorentineDrawings_Identifier,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Inventory_number,Object_repository_URI_corrected,Former_collection,Former_collection_URI,Former_collection_city,Former_collection_city_URI,Former_collection_country,Former_collection_country_URI,Former_collection_Inventory_Number,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
0001255-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12412,,,,,,,,,1255,1255,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Sette studi di catene montuose,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,1255,1255,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Seven studies of mountain chains.,,,,1255,1255,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Seven studies of mountain chains.,,,,,Please see inventory numbers. Have I to insert different records?
0001256-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12413,,,,,,,,,1256,1256,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Sette studi di catene montuose,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,1256,1256,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Seven studies of mountain chains.,,,,1256,1256,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Seven studies of mountain chains.,,,,,Please see inventory numbers. Have I to insert different records?
0001257-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12414,,,,,,,,,1257,1257,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Sette studi di catene montuose,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,1257,1257,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Seven studies of mountain chains.,,,,1257,1257,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Seven studies of mountain chains.,,,,,Please see inventory numbers. Have I to insert different records?
0001258-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12415,,,,,,,,,1258,1258,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Sette studi di catene montuose,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,1258,1258,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Seven studies of mountain chains.,,,,1258,1258,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Seven studies of mountain chains.,,,,,Please see inventory numbers. Have I to insert different records?
0001259-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12416,,,,,,,,,1259,1259,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Sette studi di catene montuose,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,1259,1259,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Seven studies of mountain chains.,,,,1259,1259,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Seven studies of mountain chains.,,,,,Please see inventory numbers. Have I to insert different records?
0000283-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1207.E,,,,,,,,,283,283,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Due studi, sulla stessa montatura, di figure nude",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,Per la Madonna nella pala incompiuta (1510-13) nel Museo di San Marco a Firenze.,,283,283,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Two studies on same mount of nude figures, for same Madonna and Child",,,,283,283,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,,,,,,
0000283-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1207.bis,,,,,,,,,283,283,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Due studi, sulla stessa montatura, di figure nude",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,Per la Madonna nella pala incompiuta (1510-13) nel Museo di San Marco a Firenze.,,283,283,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Two studies on same mount of nude figures, for same Madonna and Child",,,,283,283,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,,,,,,
002284A-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,970,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2284 A,2284A,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2284 A,2284A,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2284 A,2284A,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002285-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,971,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2285,2285,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2285,2285,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2285,2285,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002286-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,972,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2286,2286,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2286,2286,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2286,2286,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002287-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,973,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2287,2287,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2287,2287,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2287,2287,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002288-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,974,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2288,2288,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2288,2288,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2288,2288,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002289-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,975,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2289,2289,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2289,2289,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2289,2289,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002290-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,976,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2290,2290,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2290,2290,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2290,2290,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002291-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,977,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2291,2291,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2291,2291,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2291,2291,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002292-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,978,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2292,2292,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2292,2292,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2292,2292,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002293-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,979,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2293,2293,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2293,2293,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2293,2293,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002294-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,980,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2294,2294,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2294,2294,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2294,2294,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002295-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,981,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2295,2295,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2295,2295,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2295,2295,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002296-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,982,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2296,2296,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2296,2296,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2296,2296,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002297-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,983,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2297,2297,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2297,2297,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2297,2297,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002298-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,984,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2298,2298,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2298,2298,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2298,2298,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002299-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,985,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2299,2299,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2299,2299,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2299,2299,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002300-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,986,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2300,2300,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2300,2300,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2300,2300,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002301-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,987,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2301,2301,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2301,2301,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2301,2301,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002302-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,988,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2302,2302,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2302,2302,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2302,2302,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002303-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,989,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2303,2303,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2303,2303,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2303,2303,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002304-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,990,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2304,2304,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2304,2304,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2304,2304,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002305-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,991,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2305,2305,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2305,2305,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2305,2305,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002306-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,992,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2306,2306,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2306,2306,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2306,2306,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
