FlorentineDrawings_IdentifierBB1961,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Former_collection,Former_collection_URI,BB_1961_Inventory_number,Inventory_number_correction,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
0002427-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,6497.F,,2427,2427,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Nudo virile sproporzionatamente lungo, dall'espressione demoniaca, con le mani riunite molto al disopra della testa, in piedi accanto a uno stendardo piantato nel terreno",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2427,2427,,,,"Grossly disproportioned male nude, with demoniac expression, stands with hands joined high above head, near a standard planted in ground.",,,,2427,2427,Rosso Fiorentino,,,"A grossly di sproportioned male Nude, with demoniac expression, stands with his hands joined high above his head, near a standard planted in the ground",,,,,
0002428-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,6499.F,,2428,2428,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Figure spettrali, principalmente di vecchi, attorniano in folto gruppo, in piedi e in ginocchio, meravigliate o contrite, uno scheletro adagiato su una roccia, sopra al quale si erge la Morte, scheletrica e alata; essa invita un vecchio alto e emaciato a guardar dentro allibro aperto, che tiene nelle mani; all'estrema destra un vecchio nudo e fantastico, appoggiato a un bordone, sventola un rotolo che porta la data 1517; vicino a lui, sopra un macigno, una iscrizione semicancellata, nella quale si può tuttora decifrare la parola ""Augustinus""",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2428,2428,,,,"Number of spectral figures chiefly of emaciated old men, all in attitude of wonder or contrition, crowded, kneeling or standing around skeleton lying on rock. Over the reclining skeleton Death with wings,  olds open a book, inviting a tall emaciated old man to look into it. On extreme right fantastical nude old man leans on club and holds at arm's length a scroll with the date 1517. Close by him, on a rock, an almost completely effaced inscription, in which ""Augustinus"" can still be traced. This proves that the design was made for Agostino Veneziano, who, indeed, engraved it in the following year.",,"It is almost incredible that anything so spectral, so mannered, so crowded, so merely the modern illustration, was designed by a Florentine as early as 1517. But it is a fact.",,2428,2428,Rosso Fiorentino,,,"A number of spectral figures, chiefly of emaciated old men, all in attitudes of wonder or contrition, crowd kneeling or standing around a skeleton lying on a rock. Over the reclining skeleton another, winged, holds open a book, inviting a tall, emaciated old man to look into it. On the extreme right a fantastical nude old man leans on a club, and holds at arm's length a scroll with the date 1517. Close by him, on a rock, an almost completely effaced inscription, in which ""Augustinus"" can still be traced. This proves that the design was made for Agostino Veneziano, who, indeed, engraved it in the following year.",,,,,
0002429-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,6500.F,,2429,2429,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Rapido appunto per una composizione verticale in una cornice arcuata, raffigurante l'Adorazione dei Magi",,,charcoal,http://vocab.getty.edu/aat/300012862,,,,,,,,,,,,,,,,,,,2429,2429,,,,"Rapid jotting for tall composition in arched frame, representing the Adoration
of the Magi",,,,2429,2429,Rosso Fiorentino,,,"Rapid jotting for tall composition in arched frame, representing the Adoration of the Magi.",,,,,
0002430-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,6501.F,,2430,2430,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Amabile fanciulla genuflessa con la testa in profilo a sinistra e un libro nella mano destra,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2430,2430,,,,"Lovely draped female, kneeling in profile to left, with book in right hand",,For a figure in the Sposalizio at Saint Lorenzo of 1523 and charming.,,2430,2430,Rosso Fiorentino,,,"A lovely draped Female, kneeling in profile to left, with a book in her right hand. ",,,,,
002430B-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,6926.F,,2430 B,2430B,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Vecchio nudo, alto e segaligno, in piedi, ma col ginocchio destro appoggiato a un ceppo o macigno coperto da un panno, e con il braccio sinistro proteso",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2430 B,2430B,,,,Tall nude old man kneeling with right leg on a draped stump or rock and with Ieft arm stretched out.,,Of the same quality as my 2428 and not impossibly a sketch for the same composition.,,,,#N/A,,,,,,,,
002430C-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,6985.F,,2430 C,2430C,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Due vecchi barbuti drappeggiati e affrontati disputano a proposito del librone che il vecchio a destra tiene nella mano destra,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"La Barocchi (Rosso, p. 194) può aver ragione nel vedervi un preludio allo stile del San Giovanni ... nella ""Deposizione"" del 1521 a Volterra... Aggiungerei che l'ispirazione a fare questo schizzo dev'essere venuta al Rosso dalle porte di bronzo di Donatello a San Lorenzo",,,,,,,,,,,,,#N/A,,,,,,,,
002430A-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,6755.F,,2430 A,2430A,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Nudo virile seduto per terra con la gamba destra posta di traverso su un rialzo e il braccio destro teso parallelamente alla gamba: il braccio e la gamba sinistra sono appena indicati,Schizzi per un edificio circolare,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,2430 A,2430A,,,,Nude figure seated with right leg drawn up and foot resting on a block and right arm held out. Left arm and leg barely indicated.,Sketches for circular building.,,,,,#N/A,,,,,,,,
0002431-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,13849.F,,2431,2431,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Grazioso nudo di giovinetto stante, in atteggiamento studiato, in profilo a destra",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2431,2431,,,,"Pretty nude youth, standing in studied attitude in profile to right",,The attribution seems to me no longer very convincing.,,2431,2431,Rosso Fiorentino,,,"A pretty nude Youth, standing in studied attitude in profile to right",,,,,
0002432-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,14610.F,,2432,2432,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Eleazaro e Rebecca al Pozzo,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2432,2432,,,,Meeting of Isaac and Rebecca,,"A singularly mannered composition of extraordinarily slender, elegant, haughty figures. Parmigianino at his worst is not so mannered in his elegance as Rosso is here. Although the technique and forms are close to Rosso this sheet has a tumultuousness of action and an insolence of expression which make me ready to accept the suggestion of Kusenberg... that it is by Salviati.",,2432,2432,Rosso Fiorentino,,,Meeting of Isaac and Rebecca,,,,,
0002433-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,14673.F,,2433,2433,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Giovane donna nuda vista di fronte ma col viso in profilo a destra, così da mostrare un secondo profilo, più vecchio, sopra la nuca; ella tiene uno specchio nella mano sinistra; sotto lo specchio vediamo un putto in atto di saettare verso il basso; nell'angolo superiore sinistro, una maschera",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2433,2433,,,,"Youthful female nude, standing with face in profile to right On the back of her head, like a cap, she wears the mask of an older face. In her Ieft hand she holds a disc. Below, on right a putto in attitute of shooting downwards. Above, on Ieft a mask",,An allegory of Michelangelesque inspiration.,,2433,2433,Rosso Fiorentino,,,"A youthful female Nude, stands with her face in profile to right. On the back of her head, like a cap, she wears the mask of an older face. In her left hand she holds a disc. Below, on the right, a putto in attitude of shooting downwards. Above, on the left, a mask.",,,,,
002433A-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,17762.F,,2433 A,2433A,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Cupido nudo in punta di piedi con la faretra a tracolla e un vortice di panni alle spalle,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2433 A,2433A,,,,"Cupid nude, represented as a mincing sentimental youth. You could believe he was singing an aria",,,,2433 A,2433A,Rosso Fiorentino,,,"Cupid nude, represented as a mincing sentimental youth. You could belie,·e he was singing an aria.",,,,,
0002434-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,17805.F,,2434,2434,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Nudo maschile in piedi e a bocca aperta, con ambo le mani sul pomo di una spada, la cui punta tocca il terreno",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2434,2434,,,,"Male nude, standing open-mouthed, with both hands on pommel of his sword, whose point touches the ground",,Probably for the executioner in a Decapitation of the Baptist.,,2434,2434,Rosso Fiorentino,,,"A male Nude, standing open mouthed, with both his hands on the pommel of his sword, whose point touches the ground. ",,,,,
0002435-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,17806.F,,2435,2435,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Giovinetto nudo barcollante, con la mano destra al capo",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2435,2435,,,,"Nude youth, staggering, with right hand to head",,,,2435,2435,Rosso Fiorentino,,,"A nude Youth, staggering, with his right hand to his head",,,,,
0002436-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,17807.F,,2436,2436,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Nudo, vòlto a sinistra e con la mano contro il ginocchio sinistro",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2436,2436,,,,"Nude, looking to Ieft, and holding hand against Ieft knee",,Probably for the same composition as the one mentioned in my 2434.,,2436,2436,Rosso Fiorentino,,,"A Nude, looking to left, and holding a hand against his left knee",,,,,
0002437-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,17815.F,,2437,2437,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Nudo che avanza verso sinistra, alzando il braccio sinistro",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2437,2437,,,,"Nude, walking forward to Ieft, with Ieft arm held up",,,,2437,2437,Rosso Fiorentino,,,"A Nude, walking forward to left, with his left arm held up",,,,,
0002438-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,17816.F,,2438,2438,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Nudo maschile semidisteso, appoggiato sul braccio destro, che guarda in alto",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2438,2438,,,,"Male nude, reclining on right arm, looking up",,,,2438,2438,Rosso Fiorentino,,,"A male Nude, reclining on his right arm, looking up",,,,,
002439A-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,,,,,20763.F,,2439 A,2439A,996,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Sposalizio della Vergine,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,2439 A,2439A,,,,Design for the Sposalizio at Saint Lorenzo,,,,2448,2448,Rosso Fiorentino,,,"Design for the ""Sposalizio"" at Saint Lorenzo",,,,,
0002440-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,Santarelli,,,,649,,2440,2440,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Ragazzo avvolto in un ampio mantello che guarda in alto verso sinistra,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2440,2440,,,,Youthful draped figure looking up to left,,"Ascribed to Andrea, but the lights and shadows and the hands are Rosso's.",,2440,2440,Rosso Fiorentino,,,A youthful draped figure looking up to left.,,,,,
0002441-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,Santarelli,,,,652,,2441,2441,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Testa velata di vecchia in profilo a sinistra che guarda in alto,,,charcoal,http://vocab.getty.edu/aat/300012862,,,,,,,,,,,,,,,,,,,2441,2441,,,,Kerchiefed head of old woman looking up in profile to left,,"Ascribed to Andrea, but, as the shadows and the fusion show, the author was Rosso.",,2441,2441,Rosso Fiorentino,,,Kerchiefed head of an Old Woman looking up in profile to left,,,,,
002441A-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,Santarelli,,,,678,,2441 A,2441A,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Studio per un frate di profilo,,verso: Hands,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2441 A,2441A,,,,Study for friar in profile,,,,,,#N/A,,,,,,,,
0002442-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,Santarelli,,,,689,,2442,2442,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Copia del Santo genuflesso e gamba del carnefice nel ""Martirio dei Santi Cosma e Damiano"" del Pesellino agli Uffizi",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2442,2442,,,,"Copy of kneeling saint, and lower part of executioner in Pesellino's Martyrdom of Cosmas and Damian in the Florence Academy",,"Close to Andrea, but probably by Rosso.",,2442,2442,Rosso Fiorentino,,,"Copy of the kneeling Saint, and the lower part of the executioner in Pesellino's Martyrdom of Cosmas and Damian in the Florence Academy",,,,,
002442A-Berenson1961,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Uffizi,http://viaf.org/viaf/131952597/,Santarelli,,,,1109,,2442 A,2442A,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Nudo semidisteso colle braccia legate dietro la schiena,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2442 A,2442A,,,,Reclining nude with arms tied together behind back,,,,,,#N/A,,,,,,,,
02442A1-Berenson1961,Frankfurt am Main,http://sws.geonames.org/2925533,Germany,http://sws.geonames.org/2921044,Städelsches Institut,http://viaf.org/viaf/312760956/,,,,,523,,2442 A-1,2442A-1,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Vecchia e giovane Sibilla con un Santo,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2394,2394,,,,Young and old sibyl with saint,,,,2394,2394,Rosso Fiorentino,,,A young and an old Sibyl with a Saint,,,,,
002442C-Berenson1961,Haarlem,http://sws.geonames.org/2755003,Netherlands,http://sws.geonames.org/2750405,Teylers Museum,http://viaf.org/viaf/156004392/,,,,,,,2442 C,2442C,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Crocifissione,,,charcoal,http://vocab.getty.edu/aat/300012862,red chalk,http://vocab.getty.edu/aat/300080064,wash,http://vocab.getty.edu/aat/300011051,white lead,http://vocab.getty.edu/aat/300013754,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,
0002443-Berenson1961,Hamburg,http://sws.geonames.org/2911298,Germany,http://sws.geonames.org/2921044,Kunsthalle,http://viaf.org/viaf/140632142/,,,,,,,2443,2443,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Madonna con San Giovannino,,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,,,2443,2443,,,,Madonna with Infant John,,,,2443,2443,Rosso Fiorentino,,,Madonna with the infant John,,,,,
002444B-Berenson1961,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,,,2444 B,2444B,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Elaborato progetto di un tabernacolo con sei cariatidi femminili; quattro Profeti seduti in nicchie ed un'Annunciazione al centro,,,ink,http://vocab.getty.edu/aat/300015012,white lead,http://vocab.getty.edu/aat/300013754,,,,,,,,,,,,,,,,,2444 B,2444B,,,,"Elaborate design for tabernacle with four seated prophets in niches, six female figures as caryatides and an Annunciation in the centre",,Inspired by ideas of Michelangelo for tomb of Julius.,,,,#N/A,,,,,,,,
002444A-Berenson1961,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,,,2444 A,2444A,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Uomo barbuto, nudo, seduto in profilo a destra, in atto di spezzare una bacchetta sul ginocchio destro",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2444 A,2444A,,,,Man seated in profile to right bending bow over right knee,,The features recall Michelangelo and may help to account for the traditional attribution to him.,,,,#N/A,,,,,,,,
0002444-Berenson1961,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,,,,,2444,2444,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Donna nuda profondamente addormentata, in una posa michelangiolesca",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2444,2444,,,,"Female nude lying in Michelangelesque attitude, fast asleep",,,,2444,2444,Rosso Fiorentino,,,"A female Nude lying in a Michelangelesque attitude, fast asleep",,,,,
002445A-Berenson1961,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,http://viaf.org/viaf/96176754/,,,H.M. Calmann,,,,2445 A,2445A,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Nudo virile in piedi,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,
0002446-Berenson1961,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,,,,James Knowles ,,,,2446,2446,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Nudo femminile piegato leggermente sulla destra,,,,,,,,,,,,,,,,,,,,,,,2446,2446,,,,Female nude bending over slightly to right,,,,2446,2446,Rosso Fiorentino,,,A female Nude bending over slightly to right,,,,,
002446A-Berenson1961,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,,,,Victor Koch,,,,2446 A,2446A,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Rapido schizzo per due figure, una seduta in profilo a destra, l'altra stante ed accennante in basso con la mano sinistra",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2446 A,2446A,,,,"Rapid sketch for two figures, one seated in profile to right, the other standing and pointing downwards with left hand",,,,,,#N/A,,,,,,,,
0002447-Berenson1961,Milan,http://sws.geonames.org/3173435,Italy,http://sws.geonames.org/3175395,Museo del Castello Sforzesco,http://viaf.org/viaf/131069651/,,,,,,,2447,2447,,,LXIII,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Sacra Famiglia ,,,wash,http://vocab.getty.edu/aat/300011051,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,,,2447,2447,,,,Sketoh for Holy Family,,Admirable.,,2447,2447,Rosso Fiorentino,,,Sketch for a Holy Family,,,,,
002448A-Berenson1961,Naples,http://sws.geonames.org/3172394,Italy,http://sws.geonames.org/3175395,Galleria Nazionale a Capodimonte,http://viaf.org/viaf/312536168/,,,,,763,,2448 A,2448A,990,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Nudo virile tremante con le braccia incrociate sul petto,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2448 A,2448A,,,,Shivering male nude with arms folded over breast,,Copy after one of Masaccio's figures in the Carmine fresco representing Saint Peter baptizing the idolaters. Interesting as a proof that Masaccio was still being studied.,,,,#N/A,,,,,,,,
002448D-Berenson1961,New York,http://sws.geonames.org/5128581,United States,http://sws.geonames.org/6252001,Morgan Library,http://viaf.org/viaf/139537973/,,,,,,,2448 D,2448D,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,"Quattro figure femminili, una con un bambino in braccio e un'altra accovacciata come per riempire una brocca",,,charcoal,http://vocab.getty.edu/aat/300012862,ink,http://vocab.getty.edu/aat/300015012,white lead,http://vocab.getty.edu/aat/300013754,,,,,,,,,,,,,,,2448 D,2448D,,,,"Four female figures, one carrying a child and one crouching as if to fill a jug",,Early and of Rosso's best.,,,,#N/A,,,,,,,,
002448C-Berenson1961,Newbury,http://sws.geonames.org/7291997,United Kingdom,http://sws.geonames.org/2635167,,,,,"Geoffrey E. Gathorne-Hardy, Donnington Priory",,,,2448 C,2448C,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Busto di dama,"Tre busti, l'uno visto di fronte, gli altri in profilo",,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,2448 C,2448C,,,,Bust of lady,"Three busts, one full face, the others profile","In the spirit of the Saint Lorenzo altar-piece, but imitative of Leonardo, even to technique.",,2445,2445,Rosso Fiorentino,,,Bust of a Lady,"Three busts, one full face, and the others profile",,,,
002448B-Berenson1961,Naples,http://sws.geonames.org/3172394,Italy,http://sws.geonames.org/3175395,Galleria Nazionale a Capodimonte,http://viaf.org/viaf/312536168/,,,,,782,,2448 B,2448B,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Nudo virile senza braccia visto da tergo La testa e le gambe sembrano ritagliate,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2448 B,2448B,,,,Armless male nude seen from back. Head and legs seem to have been out off,,,,,,#N/A,,,,,,,,
002448E-Berenson1961,New York,http://sws.geonames.org/5128581,United States,http://sws.geonames.org/6252001,Morgan Library,http://viaf.org/viaf/139537973/,,,,,,,2448 E,2448E,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Due studi separati di una mano e d'un braccio,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2448 E,2448E,,,,Two separate studies of hand and arm,,,,,,#N/A,,,,,,,,
002448F-Berenson1961,New York,http://sws.geonames.org/5128581,United States,http://sws.geonames.org/6252001,,,,,Raccolta Janos Scholz,,,,2448 F,2448F,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,La raccolta della manna,,,charcoal,http://vocab.getty.edu/aat/300012862,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,
0002449-Berenson1961,Oxford,http://sws.geonames.org/2640729,United Kingdom,http://sws.geonames.org/2635167,Christ Church,http://viaf.org/viaf/268900804/,,,,,B.12,,2449,2449,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Maddalena ed altre due Sante Copia dalla metà sinistra di un'ignota pala di Fra Bartolommeo,Figura maschile drappeggiata copiata da qualche dipinto masaccesco e testa di giovane donna con diadema che suggerisce qualche originale greco-egizio,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,2449,2449,,,,Magdalen and two other female saints. Copied from Ieft side of unknown altar-piece by Fra Bartolommeo,"Draped male figure copied from some Masaciesque painting, and head of young woman wearing diadem, suggesting some Graeco-Egyptian original",,,2449,2449,Rosso Fiorentino,,,The Magdalen and two other fema le Saints. Copied from the left side of an unknown altar-piece by Fra Bartolommeo,"A draped male figure copied from some Massaciesque painting, and head of a Young Woman wearing a diadem, suggesting some Greco-Egyptian original",,,,
0002450-Berenson1961,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Louvre,http://viaf.org/viaf/130895627/,,,,,189,,2450,2450,998,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Gruppo di quattro donne ed un uomo,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,2450,2450,,,,Group of four women and a man,,"The attribution of this sheet to Pontormo is most unwarranted. The types are so unmistakably Rosso's that in Paris of all places they should not have escaped recognition. The structure also is very characteristic of him, as for instance the lengthy proportions and almost rectangular torso of the seated female. The touch is also his.",,2450,2450,Rosso Fiorentino,,,A group of four ·women and a Man,,,,,
002450A-Berenson1961,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Louvre,http://viaf.org/viaf/130895627/,,,,,559,,2450 A,2450A,,,,Rosso Fiorentino,http://vocab.getty.edu/ulan/500014451,,Vertumno e Pomona,,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,
