FlorentineDrawings_IdentifierBB1961,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Inventory_number,Object_repository_URI_corrected,Former_collection,Former_collection_URI,Former_collection_city,Former_collection_city_URI,Former_collection_country,Former_collection_country_URI,Former_collection_Inventory_Number,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
0001315-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1168.E,,,,,,,,,1315,1315,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Europa,,,black chalk,http://vocab.getty.edu/aat/300080058,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,"Più interessante che eccellente. Tarda. Cfr. con la donna distesa, dei primi anni del periodo mediano, all'Ambrosiana, BB n. 1352.",,1315,1315,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Europa.,,More interesting than excellent. Cf. much earlier reclining figure in Abrosiana. Late.,,1315,1315,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Europa.,,More interesting than excellent. Cf. reclining figure in Ambrosiana. Late.,,,
0001316-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1169.E,,,,,,,,,1316,1316,230,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,San Martino ed il mendico in una nicchia sotto la quale due tritoni accoccolati sorreggono lo stemma di Tanai de' Nerli,,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,"La forma allungatissima della composizione e lo stemma di Tanai de' Nerli rendono, a dir poco, molto probabile, che sia uno studio per la vetrata della stretta finestra della Cappella Tanai de' Nerli in Santo Spirito, alla quale Filippino fornì la pala d'altare. Le forme sono caratteristiche e il tocco della penna è certamente di Filippino. Ciò nonostante il Morelli si affannò a dimostrare che questo è un tipico disegno di Raffaellino del Garbo ma i tritoni sono quasi identici a quelli di BB n. 1322 che lo stesso Morelli accetta come di Filippino. E finalmente, alcuni anni dopo che avevo scritto quanto sopra, mi è capitato sott'occhi il seguente passaggio di Antonio Billi che mette fine a questa controversia attributiva: «Fecie (F. L.) una tauola a Tanai de Nerli in Santo Spirito et il disegnio della finestra di uetro di Santo Martino».",,1316,1316,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"In a niche St. Martin on horseback divides his cloak with a naked beggar. Under the niche, two squatting tritons hold up the arms of Tanai di Nerli.",,"The shape of the composition and the Nerli arms make it, to say the least, highly probable that the study in question was intended for stained glass to fill the window in Tanai's Chapel, above Filippino's picture, in S. Spirito. The forms are most characteristic, and the pen-stroke is certainly Filippino's. Nevertheless, Morelli was at great pains to tell us that this is a typical drawing by Raffaellino del Garbo. Yet the tritons are almost identical with thotle in my 1322 which Morelli accepts as Filippino's. Years after writing the above I came across the following passage in ""Antonio Billi,"" which must put an end to controversy on this point. Speaking of Filippino he says: ""Fecie una tauola a Tanai de Nerli in Santo Spirito et il disegnio della finestra di uetro di Santo Martino.""",,1316,1316,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"In a niche St. Martin on horseback divides his cloak with a naked beggar. Under the niche, two squatting centaurs hold up the arms of Tanai di Nerli.",,"This fact and the shape of the composition make it, to say the least, highly probable that the study in question was intended for stained glass to fill the window in Tanai's Chapel, above Filippino's picture in S. Spirito. The forms are most characteristic, and the pen-stroke is most certainly Filippino's. Nevertheless, Morelli is at great pains to tell us that this is a typical drawing by Raffaelli no del Garbo. But the centaurs arc almost identical with those in No. 1322 which Morelli accepts as Filippino's.",,,
0001317-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1170.E,,,,,,,,,1317,1317,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Carro di Fetonte,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,Disegno delicato e incantevole.,,1317,1317,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Chariot of Phaeton.,,Dainty and charming drawing.,,1317,1317,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,The Chariot of Apollo.,,Dainty and charming drawing.,,,
0001318-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1253.E,,,,,,,,,1318,1318,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Un uomo in piedi ed un altro inginocchiato al suo fianco,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,"Bel disegno giovanile, contemporaneo al tondo della Galleria Corsini a Firenze ed alla pala in San Michele di Lucca, con i Santi Rocco, Sebastiano, Girolamo ed Elena Imperatrice.",,1318,1318,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,One man standing and another kneeling beside him.,,"Fine early drawing of the period of the Corsini tondo, and the Lucca altar-piece.",,1318,1318,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,One Man standing and another kneeling beside him.,,"Fine early drawing of the period of the Corsini tondo, and ihe Lucca altar-piece.",,,
0001319-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1255.E,,,,,,,,,1319,1319,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Busto di Minerva che tiene in mano un piccolo scudo,"Un'Arpia e copia, a semplice contorno, da un bassorilievo antico.",,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,,,uno schizzo magistrale ove la biacca è usata con grande effetto pittorico e la penna ha quasi la libertà di tratto di Leonardo. Risale al periodo romano di Filippino (1488-93) ed è il tipo sul quale formò il suo stile Raffaellino.,,1319,1319,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Bust of Minerva holding shield in hand.,"Outline sketch after antique bas-relief, and of a harpy.","a masterly sketch and the white used with great pictorial effect and the pen-stroke having almost Leonardo's freedom. Dates from Filippino's Roman period, and is the type on which Raffaellino formed his style. See, for instance, the St. Catherine in my 768.",,1319,1319,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Bust of Minerva holding a shield in her hand.,"Outline sketch after antique bas-relief, and of a harpy.","a most masterly sketch and with much charm to boot, the white used with great pictorial effect and the pen-stroke having almost Leonardo's freedom. Dates from Filippino's Roman period, and is the type on which Raffaellino formed his.",,,
0001320-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1256.E,,,,,,,,,1320,1320,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Donna che cuce,,,metalpoint,http://vocab.getty.edu/aat/300404633,,,,,,,,,,,,,,,,,"Piuttosto tardo, ma piacevole ed autentico.",,1320,1320,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Woman sewing.,,Latish but pleasant and authentic.,,1320,1320,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Woman sewing.,,"Feeble, but pleasant and authentic.",,,
001320A-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1257.E,,,,,,,,,1320 A,1320A,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Amorini che giuocano con le armi di un guerriero addormentato, a sinistra; un naviglio ed un giovane eroe che scopre una ninfa addormentata, a destra",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,"È un disegno delizioso, nel quale è evidente l'influenza di Piero di Cosimo. Sebbene Filippino fosse, dei due, l'artista più agguerrito, egli subi, infatti, la suggestione dell'opera dell'altro.",,1320 A,1320A,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Delightful design representing Cupid playing with the arms of sleeping warrior, and the same knight uncovering a sleeping nymph.",,"No doubt it was done under Piero di Cosima's influence, for if Filippino was the stronger he nevertheless was affected by the other.",,1380,1380,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,School of,"Copy of delightful design by Filippino representing Cupid playing with the arms of a sleeping warrior, and the same knight uncovering a sleeping Nymph.",,,,,
0001321-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1258.E,,,,,,,,,1321,1321,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Figura drappeggiata con un'asta in mano,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,,,1321,1321,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Draped figure, staff in hand.",,Spirited and masterly.,,1321,1321,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Draped figure, staff in hand.",,"Hasty, but authentic.",,,
001321A-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1259.E,,,,,,,,,1321 A,1321A,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Incoronazione della Vergine,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,Posteriore alla lunetta già nella collezione della Marchesa di Lothian ed ora nella National Gallery di Washington.,,1321 A,1321A,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Sketch for a Coronation.,,Or later date than the lunette in the Marquess of Lothian's Collection.,,49,49,Amico di Sandro,http://vocab.getty.edu/ulan/500190835,,Study for Coronation.,,,,,
0001322-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1630.E,,,,,,,,,1322,1322,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Tondo: Due Tritoni,,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,,,1322,1322,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Two Tritons.,,,,1322,1322,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Two Tritons.,,,,,
0001323-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1631.E,,,,,,,,,1323,1323,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Tondo: Due Mostri marini,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,Compagno del foglio precedente.,,1323,1323,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Two Mermen.,,Exact companion to above.,,1323,1323,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Two Mermen.,,Exact companion to above.,,,
0001324-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1632.E,,,,,,,,,1324,1324,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Arabeschi, un fanciullo che si tiene attaccato ad un nudo femminile ed un'Arpia",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,1324,1324,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Sheet of arabesques, a child clinging to female nude, etc.",,,,1324,1324,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Sheet of arabesques, a Child clinging to female Nude, &c.",,,,,
0001325-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1633.E,,,,,,,,,1325,1325,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Creature marine, un arabesco",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,,,1325,1325,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Marine creatures, an arabesque.",,,,1325,1325,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Marine creatures, an arabesque.",,,,,
0001326-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1634.E,,,,,,,,,1326,1326,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Arabesco,,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,,,1326,1326,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Arabesque.,,,,1326,1326,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Arabesques.,,,,,
001326A-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1635.E,,,,,,,,,1326 A,1326A,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Arabesco,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,Incantevole.,,1326 A,1326A,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Arabesque.,,Charming.,,1331,1331,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Arabesque.,,Charming.,,,
001326B-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1636.E,,,,,,,,,1326 B,1326B,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Putto alato che ciba un cigno; arabesco,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,1326 B,1326B,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Winged putto feeding swan; arabesque.,,Berlin allegory of Music.,,1332,1332,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Winged Putto feeding a swan. Arabesque.,,,,,
001326C-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,1637.E,,,,,,,,,1326 C,1326C,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Arabesco,Arabesco.,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,1326 C,1326C,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Arabesque.,Arabesque.,,,1333,1333,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Arabesque.,Arabesque.,,,,
001326D-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,35.F,,,,,,,,,1326 D,1326D,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Nudo maschile con le spalle rotonde e le braccia conserte in atto di camminare verso destra,,,bister,http://vocab.getty.edu/aat/300013351,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,"Iscritto sul verso da mano posteriore con le parole «Agnolo di Donnino» e guasto da ritocchi grossolani, ma tuttora riconoscibile come cosa di Filippino. Il Robetta sembra che abbia adoperato questa figura nel suo «Battesimo».",,1326 D,1326D,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Male nude with round shoulders and arms folded over breast walking to right.,,"Inscribed in later hand on verso with the words ""Agnolo di Donnino"" but despite clumsy retouching still recognizable as Filippino's. Robetta seems to have used this figure in his Baptism.",,,,,,,,,,,,
001326E-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,106.F,,,,,,,,,1326 E,1326E,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Due cavalieri che galoppano in direzioni opposte, brandendo le loro sciabole e quattro uomini appiedati, uno dei quali corre",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Catalogato come «maniera del Pollajuolo»,è un Filippino del periodo 1480-85. Siccome i cavalli sono ispirati da Leonardo, un conoscitore di secoli or sono iscrisse su questo foglio «Leonardo». I tre uomini in piedi sono invece ispirati, altrettanto chiaramente, dal Perugino. Questo doppio influsso sul nostro da parte di artisti contemporanei, di lui più anziani e più grandi, non ci deve stupire.",,1326 E,1326E,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Two horsemen brandishing swords violently careering away from each other, and four footmen, one running and the others standing.",,"Catalogued as ""in the manner of Pollajuolo,"" but a Filippino of 1480-1485. The horses are inspired by Leonardo, for which reason, no doubt, some connoisseur of centuries ago labelled this sheet ''Leonardo.""  The three standing footmen are as clearly inspired by Perugino. It is not surprising that Filippino should have been influenced by both these elder and greater contemporaries.",,,,,,,,,,,,
001326F-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,159.F,,,,,,,,,1326 F,1326F,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Testa di giovane donna che guarda verso destra,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,Malgrado l'attribuzione al Botticelli è uno studio caratteristico di Filippino.,,1326 F,1326F,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Head of young woman looking to right.,,A characteristic study by Filippino although ascribed to Botticelli.,,1292,1292,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Head of Young Woman looking to right, a characteristic study by Filippino although ascribed to Botticelli.",,,,,
001326G-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,161.F,,,,,,,,,1326 G,1326G,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Testa di donna ancora giovane,,,metalpoint,http://vocab.getty.edu/aat/300404633,,,,,,,,,,,,,,,,,"Come la precedente, attribuita al Botticelli, ma, come quella, di Filippino, sebbene né cosi caratteristica né cosi buona.",,1326 G,1326G,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Head of youngish woman.,,"Like last, ascribed to Botticelli, but, like that, by Filippino, although neither so characteristic nor so good.",,1293,1293,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Head of Youngish Woman, like last, ascribed to Botticelli, but, like that, by Filippino, although neither so characteristic nor so good.",,,,,
001326H-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,162.F,,,,,,,,,1326 H,1326H,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Figura maschile maestosa, drappeggiata, in piedi, volta a sinistra",,,bister,http://vocab.getty.edu/aat/300013351,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,Forse per un'Adorazione. Simile a BB n. 1366F.,,1326 H,1326H,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Stately draped male figure standing to left.,,In kind and quality like my 1366E.,,,,,,,,,,,,
0001327-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,166.F,,,,,,,,,1327,1327,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Due Sante inginocchiate in profilo a sinistra,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,Rapido e piacevole.,,1327,1327,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Two female saints kneeling in profile to left.,,Swift and pleasant.,,1327,1327,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Two female Saints in profile to left. ,,"Hasty, but pleasant.",,,
0001328-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,167.F,,,,,,,,,1328,1328,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Studio per la Vergine sorretta da un'altra donna, senza dubbio per una Crocifissione","Torso femminile disteso, quasi pontormesco.",,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,1328,1328,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Study for the Virgin supported by another woman, doubtless for Crucifixion.","A reclining female torso, almost Pontormesque.",,,1328,1328,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Study for the Virgin supported by another Woman, doubtless for a Crucifixion.",,,,,
0001329-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,168.F,,,,,,,,,1329,1329,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Giovane donna in un atteggiamento che fa pensare ad una Vergine Annunziata,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,,,1329,1329,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Young woman in attitude suggesting Vir¢n in an Annunciation.,,,,1329,1329,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Pretty study of a Young Woman in attitude suggesting a Virgin in an Annunciation.,,,,,
001329A-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,169.F,,,,,,,,,1329 A,1329A,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Laocoonte afferrati dai serpenti mentre sta sacrificando,,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,"Strappato e parzialmente cancellato. L'interpretazione del tema è interessantissima. Il tipo del Laocoonte e l'architettura non lasciano dubbi che Filippino disegnò questo schizzo al tempo degli affreschi nella Cappella Strozzi in Santa Maria Novella (1502). Il famoso gruppo marmoreo del Laocoonte non era stato ancora scoperto, perciò abbiamo qui una testimonianza rara ed affascinante: l'antichità rispecchiata genuinamente senza l'appoggio di precisi prototipi archeologici, nella mente di un Quattrocentista, e da lui rivelata sulla carta. La singolare somiglianza nella composizione ed in un certo senso nello spirito fra questo disegno ed il dipinto pompeiana (ora nel Museo di Napoli) del medesimo soggetto (scoperto, naturalmente, dopo dei secoli) è tanto più suggestiva.",,1329 A,1329A,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Laocoon while sacrificing seized by the serpents.,,"The treatment here is highly interesting. The type and the architecture leave no doubt that Filippino drew this sketch while he was at work upon the Strozzi Chapel frescoes. The famous marble group was not yet discovered, so that we here have that rare and fascinating thing, antiquity as genuinely mirrored in the mind of a Quattrocentist, and revealed to us by the transfer of his visual conception to paper. Hence the singular resemblance in arrangement, and to some degree in spirit, between this and the Pompeian painting (now in the Naples Museum) of the same subject (discovered, of course, centuries afterwards) is all the more suggestive. P. Halm reproduces this drawing and proves that it was for a fresco in the porch of the Medicean villa at Poggio a Cajano. Another study for the same, in the Koenigs Collection, Haarlem (my 1341 F).",,1294,1294,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Laocoon while sacrificing seized by the serpents.,,"The treatment here is highly interesting. The type and the architecture leave no doubt that Filippino drew this sketch while he was at work upon the Strozzi Chapel frescoes. The famous marble group was not yet discovered, so that we here have that rare and fascinating thing, antiquity as genuinely mirrored in the mind of a Quattrocentist, and revealed to us by the transfer of his visual conception to paper. Hence the singular resemblance in arrangement, and to some degree in spirit, between this and the Pompeian painting (now in the Naples Museum) of the same subject (discovered, of course, centuries aftenvards) is all the more suggestive.",,,
001329B-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,173.F,,,,,,,,,1329 B,1329B,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Giovane donna in abiti fluttuanti, con un velo che le svolazza via dalla mano destra, in atto di avanzare verso sinistra reggendosi la veste con la mano sinistra e lanciando sguardi pieni di civetteria",,,bister,http://vocab.getty.edu/aat/300013351,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,,,1329 B,1329B,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Youthful female looking out somewhat archly with billowing draperies, standing to left with kerchief fluttering from extended right hand, and left holding up skirt.",,"A drawing in Berlin (my 1268) has nearly the same pattern but is tamer both in touch and in spirit. In my first edition, I ascribed this one to Piero di Cosimo and called it a ""most vivacious drawing done with mastery and joy.""",,1857 A,1857A,Piero di Cosimo,http://vocab.getty.edu/ulan/500007508,,A Young Woman draped.,,Ascribed to Filippino.,,,
001329C-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,177.F,,,,,,,,,1329 C,1329C,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Angelo annunciante genuflesso verso destra,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,È di Filippino malgrado rassomiglianze superficiali con uno qualunque dei tre o quattro Ghirlandajo.,,1329 C,1329C,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Sketch for angel of Annunciation kneeling to right. ,,Filippino's despite superficial resemblances to any of the three or four Ghirlandajos.,,,,,,,,,,,,
